player_id,player_name,Attack,Attacking Midfield,Central Midfield,Centre-Back,Centre-Forward,Defender,Defensive Midfield,Goalkeeper,Left Midfield,Left Winger,Left-Back,Right Midfield,Right Winger,Right-Back,Second Striker,Sweeper,midfield
10,Miroslav Klose,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0
26,Roman Weidenfeller,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0
65,Dimitar Berbatov,0,0,0,0,55,0,0,0,0,0,0,0,0,0,7,0,0
80,Tom Starke,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
109,Dedê,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0
132,Tomas Rosicky,0,11,7,0,0,0,0,0,4,1,0,5,3,0,0,0,0
205,Nils-Eric Johansson,0,0,0,13,0,0,0,0,0,0,7,0,0,0,0,0,0
215,Roque Santa Cruz,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0
264,Tamás Hajnal,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,Sladan Peric,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
277,Sérgio da Silva Pinto,0,2,6,0,0,0,7,0,0,0,0,1,0,0,0,0,0
332,Benjamin Köhler,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
342,Gábor Király,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
354,Josip Simunic,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0
408,Alexander Iashvili,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
410,Sebastian Kehl,0,0,1,0,0,0,48,0,0,0,0,0,0,0,0,0,0
411,Levan Kobiashvili,0,0,1,9,0,0,1,0,0,0,1,0,0,0,0,0,0
488,Gerhard Tremmel,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0
517,Ivica Banovic,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
532,Claudio Pizarro,0,3,0,0,38,0,0,0,0,0,0,0,0,0,7,0,0
568,Martin Stranzl,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0
597,Aleksandr Hleb,0,58,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0
598,Timo Hildebrand,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0
613,Christian Tiffert,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0
627,Paul Freier,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
663,Marcel Maltritz,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
674,Benjamin Siegert,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
691,Simon Rolfes,0,0,10,0,0,0,40,0,3,0,0,0,0,0,0,0,0
735,Giuseppe Gemiti,0,0,0,0,0,0,0,0,6,0,5,1,0,0,0,0,0
755,Deniz Barış,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0
792,René Klingbeil,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0
805,Benjamin Auer,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
823,Hanno Balitsch,0,0,2,1,0,0,10,0,0,0,0,0,0,0,0,0,0
862,Björn Schlicke,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
892,Heinz Müller,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
933,Uğur İnceman,0,1,55,0,0,0,14,0,0,0,0,0,0,0,0,0,0
976,Soner Dayangan,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1043,Philipp Bönig,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1073,Manuel Friedrich,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
1075,Andriy Voronin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
1083,Julian de Guzmán,0,1,2,0,0,0,24,0,0,0,0,0,0,0,0,0,0
1094,Emanuel Pogatetz,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0
1095,Peer Kluge,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
1126,Matthias Lehmann,0,0,10,1,0,0,105,0,0,0,0,0,0,0,0,0,0
1139,Nikolce Noveski,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0
1150,Raphael Schäfer,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0
1161,Javier Zanetti,0,0,1,0,0,0,0,0,2,0,0,2,0,0,0,0,0
1222,Cristian Fiél,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1257,Michael Ratajczak,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
1269,Hauke Brückner,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1270,Florian Kringe,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1271,Alexander Walke,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0
1277,Clemens Fritz,0,0,39,0,0,0,14,0,0,0,0,22,0,27,0,0,0
1278,Marco Engelhardt,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1318,Timo Ochs,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
1321,Jermaine Jones,0,0,0,2,0,0,23,0,0,0,0,0,0,0,0,0,0
1327,Alou Diarra,0,0,1,2,0,0,15,0,0,0,0,0,0,0,0,0,0
1328,Mario Göttlicher,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1331,Kevin Kuranyi,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0
1335,Steven Cherundolo,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1338,Robert Wulnikowski,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
1363,Christian Wetklo,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
1366,Björn Brunnemann,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1368,Guy Demel,0,0,0,0,0,0,14,0,0,0,0,0,0,33,0,0,0
1381,Maik Franz,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1386,Michael Mifsud,0,0,0,0,5,0,0,0,0,1,0,1,2,0,1,0,0
1402,Benjamin Lauth,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0
1423,Lars Jacobsen,0,0,0,0,0,0,0,0,0,0,13,0,0,83,0,0,0
1426,Cacau,0,0,0,0,6,0,0,0,0,0,0,0,1,0,3,0,0
1428,Mike Hanke,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0
1443,Christian Poulsen,0,0,0,2,0,0,31,0,0,0,0,0,0,0,0,0,0
1459,Goran Šukalo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1464,Daniel Haas,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
1496,Heiko Butscher,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1562,Oliver Schröder,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
1563,Uwe Möhrle,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1565,Alexander Meier,0,18,1,0,43,0,0,0,0,0,0,0,0,0,26,0,0
1568,Stefan Reisinger,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1574,Mohamadou Idrissou,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
1586,Christian Schulz,0,0,0,74,0,0,0,0,0,0,11,0,0,0,0,0,0
1587,Mario Eggimann,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1598,Tim Gorschlüter,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1606,Morten Rasmussen,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1610,Rade Prica,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
1618,Sascha Kirschstein,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1659,Dennis Kruppke,0,3,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0
1662,Sascha Riether,0,0,0,3,0,0,2,0,0,0,0,2,0,63,0,0,0
1667,Diego Benaglio,0,0,0,0,0,0,0,159,0,0,0,0,0,0,0,0,0
1684,Milorad Pekovic,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1725,Jesper Christiansen,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0
1726,Heiko Westermann,0,0,0,62,0,0,1,0,0,0,9,0,0,21,0,0,0
1743,Patrick Platins,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1746,Marcel von Walsleben-Schied,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1748,Stefan Kühne,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1750,Jan Glinker,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
1756,Martin Forkel,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1770,Ralph Gunesch,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1782,Timo Achenbach,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
1784,René Adler,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0
1791,Halil Altıntop,0,57,2,0,9,0,0,0,0,0,0,0,0,0,38,0,0
1792,Hamit Altıntop,0,0,23,0,0,0,3,0,0,0,0,8,0,0,0,0,0
1811,Oliver Barth,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1856,Markus Bollmann,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1870,Fouad Brighache,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1874,Andreas Brück,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1896,Ahmet Cebe,0,0,0,0,0,0,0,0,0,0,0,9,0,45,0,0,0
1944,Deniz Dogan,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,Ingo Feistle,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1986,Markus Feulner,0,1,23,0,0,0,0,0,0,0,9,11,0,14,0,0,0
2004,Salvatore Gambino,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2048,Philipp Haastrup,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,Nelson Valdez,0,0,0,0,11,0,0,0,0,0,0,0,3,0,0,0,0
2071,Philipp Heerwagen,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2122,Tim Jerat,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2125,Ranisav Jovanovic,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2138,Mladen Kascelan,0,0,1,0,0,0,45,0,0,0,0,0,0,0,0,0,0
2148,Erdal Kilicaslan,0,0,0,0,0,0,0,0,0,21,0,0,4,0,4,0,0
2150,Oliver Kirch,0,0,1,0,0,0,8,0,0,0,0,0,0,5,0,0,0
2154,Patric Klandt,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
2169,Patrick Kohlmann,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
2175,Ronny König,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2198,Markus Krösche,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2201,Lukas Kruse,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0
2202,Tim Kruse,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0
2211,Marco Kurth,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2219,Philipp Lahm,0,1,12,1,0,0,44,0,0,0,0,13,0,83,0,0,0
2221,Matthias Lang,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2232,Michael Lejan,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2233,Christian Lell,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0
2293,Addy-Waku Menga,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2334,Marcel Ndjeng,0,0,0,0,0,0,1,0,0,0,0,11,1,19,0,0,0
2343,Mario Neunaber,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2345,Maximilian Nicu,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2350,Emil Noll,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2358,Patrick Ochs,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0
2386,Marjan Petkovic,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
2398,André Poggenborg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2421,Michael Rensing,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0
2432,Mariusz Rogowski,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2453,Mahir Saglik,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0
2464,Andreas Schäfer,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2514,Bastian Schweinsteiger,0,4,36,0,0,0,33,0,1,0,0,0,0,0,0,0,0
2530,Amir Shapourzadeh,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
2539,Dajan Simac,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2583,Thorsten Stuckmann,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0
2587,Elyasa Süme,0,0,0,81,0,0,0,0,0,0,0,0,0,25,0,0,0
2623,Piotr Trochowski,0,5,7,0,0,0,0,0,3,0,0,2,0,0,0,0,0
2624,Jens Truckenbrod,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
2703,Morten Skoubo,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0
2726,Romuald Peiser,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2767,Alexander Madlung,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0
2804,Torsten Mattuschka,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2805,Christian Pander,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
2808,Ibrahima Sidibé,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
2856,Peter Jehle,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0
2857,Eldin Jakupović,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0
2865,Stephan Lichtsteiner,0,0,0,4,0,0,0,0,0,0,1,79,0,105,0,0,0
2874,Mladen Petric,0,4,0,0,33,0,0,0,3,4,0,0,1,0,3,0,0
2881,Florian Mader,0,1,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2884,Marcel Herzog,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2895,Philipp Degen,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0
2904,Rafa Márquez,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0
2923,Andreas Ivanschitz,0,18,0,0,0,0,0,0,18,1,0,0,0,0,1,0,0
2925,Steffen Hofmann,0,19,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
2926,György Garics,0,0,0,1,0,0,0,0,0,0,0,21,0,34,0,0,0
2938,Stefan Kulovits,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0
2950,Robert Almer,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
2956,Roland Linz,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2963,Martín Demichelis,0,0,0,88,0,0,1,0,0,0,0,0,0,0,0,0,0
2993,Amir Spahic,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2996,Christian Müller,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2997,Neil Kilkenny,0,1,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0
2998,Robert Huth,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0
3013,Tomasz Wisio,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
3015,Mario Sara,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
3050,Christian Gratzei,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
3059,Ekrem Dağ,0,0,0,0,0,0,0,0,0,0,3,1,1,16,0,0,0
3061,Thomas Krammer,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3074,Imre Szabics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3080,Marcel Akerboom,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
3084,Marek Saganowski,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
3098,Olof Mellberg,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0
3106,Darren Purse,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
3109,Steven Gerrard,0,10,19,0,0,0,40,0,0,0,0,0,0,0,0,0,0
3114,Jan Schlaudraff,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0
3115,David Bellion,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3132,Florin Cernat,0,13,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
3142,Emile Heskey,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
3145,Clinton Morrison,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
3146,Shay Given,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0
3159,Valerio Di Cesare,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
3160,John Terry,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0
3163,Frank Lampard,0,9,32,0,0,0,1,0,1,0,0,0,0,0,0,0,0
3170,Simon Cziommer,0,1,18,0,0,0,13,0,0,0,0,0,0,0,0,0,0
3172,Quique de Lucas,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3176,Eidur Gudjohnsen,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0
3178,Filipe Oliveira,0,0,0,0,1,0,0,0,3,0,0,3,0,1,0,0,0
3179,Carlton Cole,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
3180,Rhys Evans,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3181,Lenny Pidgeley,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
3182,Ashley Cole,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0
3195,Jermaine Pennant,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3201,Stathis Tavlaridis,0,0,0,81,0,0,0,0,0,0,0,0,0,1,0,0,0
3202,Kolo Touré,0,0,0,52,0,0,0,0,0,0,0,0,0,2,0,0,0
3216,Milan Baros,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
3219,Chris Kirkland,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
3220,John Arne Riise,0,0,0,0,0,0,0,0,2,0,16,0,0,0,0,0,0
3226,Nicolas Anelka,0,0,0,0,8,0,0,0,0,0,0,0,1,0,2,0,0
3235,Rio Ferdinand,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
3251,Stephen Hughes,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3256,Roberto Hilbert,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0
3259,Damien Duff,0,0,0,0,0,0,0,0,4,1,0,5,0,0,0,0,0
3263,Brian Jensen,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
3266,Jérémie Aliadière,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0
3269,Calvin Zola,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
3270,Joseph Yobo,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
3273,Matthew Upson,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
3276,Shola Ameobi,0,0,0,0,15,0,0,0,0,1,0,0,0,0,0,0,0
3287,Steve Banks,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
3291,Gareth Barry,0,0,28,1,0,0,137,0,0,0,0,0,0,0,0,0,0
3292,Joey Barton,0,0,39,0,0,0,9,0,0,0,0,1,0,0,0,0,0
3296,Paul Konchesky,0,0,0,0,0,0,1,0,2,0,29,0,0,0,0,0,0
3297,Craig Bellamy,0,0,0,0,2,0,0,0,0,4,0,0,5,0,2,0,0
3306,Jonathan Walters,0,0,0,0,26,0,0,0,0,0,0,0,56,0,8,0,0
3308,Stephen Warnock,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
3310,Nicky Weaver,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3313,John Welsh,0,0,7,0,0,0,3,0,1,0,0,0,0,0,0,0,0
3321,Luke Wilkshire,0,0,0,0,0,0,0,0,0,0,0,1,1,51,0,0,0
3322,Ben Williams,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0
3332,Wayne Rooney,0,38,6,0,64,0,0,0,0,7,0,0,6,0,50,0,0
3333,James Milner,0,1,102,0,3,0,6,0,23,1,43,40,0,18,0,0,0
3354,Jonathan Blondel,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0
3356,Sylvain Distin,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0
3357,Mark Schwarzer,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0
3366,Kaká,0,23,0,0,0,0,0,0,0,6,0,0,1,0,4,0,0
3373,Ronaldinho,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3391,Markus Neumayr,0,20,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0
3405,Wes Brown,0,0,0,54,0,0,0,0,0,0,0,0,0,1,0,0,0
3406,Ryan Giggs,0,1,10,0,0,0,0,0,1,0,0,1,0,0,0,0,0
3413,Rodrigo Tello,0,9,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3417,Nicolás Burdisso,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,4,0
3441,Timmy Simons,0,0,0,18,0,0,124,0,0,0,0,0,0,0,0,0,0
3455,Zlatan Ibrahimović,0,0,0,0,203,0,0,0,0,0,0,0,0,0,0,0,0
3458,Lomana LuaLua,0,0,0,0,4,0,0,0,0,0,0,0,6,0,26,0,0
3464,Deon Burton,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
3466,Kevin Stuhr-Ellegaard,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0
3467,Shaun Wright-Phillips,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3473,Thomas Sörensen,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
3476,Brad Friedel,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
3507,Christian Abbiati,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0
3525,Sylvain Armand,0,0,0,100,0,0,0,0,0,0,1,0,0,0,0,0,0
3530,Jan Polak,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0
3531,Robert Vittek,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0
3534,Roy Carroll,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
3536,Daniel Nardiello,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3539,Luke Steele,0,0,0,0,1,0,0,88,0,0,0,0,0,0,0,0,0
3540,John O'Shea,0,0,0,124,0,0,2,0,0,0,1,0,0,0,0,0,0
3546,Danny Pugh,0,1,2,0,0,0,3,0,2,0,0,1,0,0,0,0,0
3547,Darren Fletcher,0,2,83,0,0,0,48,0,1,0,0,1,0,0,0,0,0
3548,Kieran Richardson,0,0,5,0,0,0,0,0,17,0,36,0,0,0,0,0,0
3551,Danny Webber,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
3555,Ben Chorley,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3559,Graham Stack,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
3560,Jerome Thomas,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0
3562,Steve Harper,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0
3564,Adam Collin,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0
3569,Steed Malbranque,0,22,23,0,0,0,5,0,3,0,0,0,0,0,0,0,0
3573,Julien Escudé,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
3575,Mickaël Landreau,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0
3580,Aaron Hughes,0,0,0,39,0,0,0,0,0,0,2,0,0,1,0,0,0
3583,Steve Simonsen,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
3589,Gary Naysmith,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
3612,Florian Fromlowitz,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3613,Sean O'Hanlon,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
3614,Tony Hibbert,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0
3616,Nick Chadwick,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
3620,Leon Osman,0,11,10,0,0,0,0,0,24,0,0,0,0,0,0,0,0
3630,Paul Robinson,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
3632,Shane Cansdell-Sherriff,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
3634,Ian Harte,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
3640,Mark Hudson,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
3646,David James,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
3655,Joe Murphy,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0
3658,Luke Chadwick,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0
3660,Lee Hughes,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3661,Jason Koumas,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3662,Tamika Mkandawire,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3668,Lloyd Dyer,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
3675,Adam Chambers,0,0,1,0,0,0,8,0,0,0,0,2,0,0,0,0,0
3676,James Chambers,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0
3677,Shwan Jalal,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
3688,Anders Svensson,0,0,5,6,0,0,10,0,0,0,0,0,0,0,0,0,0
3692,Jussi Jääskeläinen,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0
3698,Anton Ferdinand,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0
3713,Massimo Maccarone,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0
3719,Peter Enckelman,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
3730,Kim Källström,0,1,12,0,0,0,24,0,0,0,0,0,0,0,0,0,0
3746,David Forde,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
3752,Konstantinos Kiassos,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0
3753,Georgios Theodoridis,0,13,1,0,0,0,0,0,10,3,0,0,3,0,0,0,0
3755,Óscar Ustari,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
3762,Peter Whittingham,0,1,15,0,0,0,0,0,19,0,0,0,0,0,0,0,0
